advisor,advisor_churn,advisor_churn_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
202,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,2,54157869,16,67781,2,56,144541,85,3,772,24,X,Xavier
203,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,3,34846123,34,467715,2,46,177922,66,4,787,8,H,Hassan
204,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,5,98551138,22,278280,1,27,52267,86,5,703,8,H,Hassan
205,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,2,5,2207933343,17,632754,2,32,106043,81,4,710,21,U,Underwood
206,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,0,668839001,22,50238,3,21,53482,89,5,840,23,W,Werner
207,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,3,940985507,18,1965956,1,49,253272,56,5,602,19,S,Szu
208,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,4,580449514,15,2025767,3,51,110653,68,4,762,25,Y,Yang
209,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,3,5,690285573,10,92240,3,54, ,90,3,700,2,B,Bost
210,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,7,3,669282051,26,326234,1,27,289116,66,3,735,2,B,Bost
211,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,2,5,938686485,17,293016,2,20,127471,100,4,610,20,T,Tavares
212,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,2,818579127,9,4546105,1,50, ,80,4,763,24,X,Xavier
213,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,7,92640071,13,623350,1,53, ,96,1,743,11,K,Kanumba
214,0,no_advisor_churn,1,1,1,0,0,bank,1,va,6,2,55653120,14,4683604,3,31,348114,100,1,681,14,N,Noth
215,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,5,1,3210737065,14,4206253,3,39,223634,82,3,741,6,F,Funderburk
216,0,no_advisor_churn,1,1,1,0,0,bank,1,va,6,1,441368892,7,198133,1,26,187733,99,4,721,15,O,Ojj
217,0,no_advisor_churn,0,1,0,0,0,bank,0,fixed,1,2,96114408,7,74730,14,45, ,57,3,764,7,G,Griegio
218,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,4,87432757,17,35490,1,69,225662,82,1,783,13,M,Mambwe
219,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,2,5,78324317,17,1538687,3,24,65299,79,5,824,21,U,Underwood
220,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,0,7,52339219,13,3845129,3,48,205715,61,3,793,1,A,Abbott
221,0,no_advisor_churn,0,0,0,1,0,bank,1,va,6,1,698941051,17,417840,3,57,417968,70,4,831,5,E,English
222,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,6,776726677,31,3596305,2,44,298987,92,0,721,14,N,Noth
223,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,1,992923322,15,4289714,3,38,279925,51,3,838,21,U,Underwood
224,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,1,2184460306,12,2866025,3,25,288933,60,3,762,11,K,Kanumba
225,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,7,1,2391422362,19,2052539,3,75,69796,97,1,653,14,N,Noth
226,0,no_advisor_churn,0,0,0,0,0,bank,1,va,5,3,750379943,35,1476744,3,37,389471,88,4,710,23,W,Werner
227,0,no_advisor_churn,1,0,1,1,0,bank,1,va,4,0,365908061,20,1638833,3,56,276358,79,0,634,23,W,Werner
228,0,no_advisor_churn,0,1,0,1,0,bank,1,va,1,0,192047847,12,2648798,1,28,238746,88,1,740,22,V,Vasquez
229,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,2,4780294893,18,402357,1,19, ,93,1,791,6,F,Funderburk
230,0,no_advisor_churn,0,1,1,0,2,ria,1,va,1,2,800733798,13,484706,1,40, ,51,4,750,4,D,Devon
231,0,no_advisor_churn,0,0,1,0,0,bank,1,va,3,6,82638912,12,3429135,2,33,196128,98,3,741,18,R,Rodriguez
232,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,3,82441232,14,182499,2,70,98240,98,1,694,14,N,Noth
233,0,no_advisor_churn,0,0,0,0,1,wirehouse,0,fixed,6,0,230388898,18,4841350,4,24,188808,97,2,823,13,M,Mambwe
234,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,0,194419688,21,3836049,3,86,218585,67,3,602,6,F,Funderburk
235,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,6,70428303,12,4052559,3,40, ,97,3,681,16,P,Patel
236,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,2,792862059,18,90411,2,25, ,99,3,822,7,G,Griegio
237,0,no_advisor_churn,1,1,1,0,0,bank,1,va,4,3,439461296,7,4202804,3,43, ,86,3,837,19,S,Szu
238,0,no_advisor_churn,0,1,1,1,0,bank,1,va,1,4,2284972513,17,1697381,2,24,65041,87,0,798,11,K,Kanumba
239,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,2,3,653828200,22,31878,3,29,276446,84,0,703,11,K,Kanumba
240,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,0,951087956,42,4703607,2,28,331840,85,1,727,6,F,Funderburk
241,0,no_advisor_churn,0,1,1,1,0,bank,1,va,4,0,828033815,12,421412,1,57,280378,99,1,733,18,R,Rodriguez
242,0,no_advisor_churn,0,1,1,0,2,ria,1,va,2,2,97934323,18,634218,1,47,328958,89,3,783,19,S,Szu
243,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,5,39810359,12,42613,1,31,77041,56,2,806,1,A,Abbott
244,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,3,65487045,9,346344,1,22,179058,74,4,617,17,Q,Quigley
245,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,2,74907624,32,277963,2,29,270034,81,5,707,14,N,Noth
246,0,no_advisor_churn,0,1,0,1,0,bank,1,va,5,1,133639328,11,4563313,2,36,271442,100,3,779,2,B,Bost
247,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,5,1,41147499,14,3552534,3,66,262870,62,3,721,21,U,Underwood
248,0,no_advisor_churn,1,0,1,1,0,bank,1,va,2,7,329416565,61,194009,3,57,260349,89,3,711,13,M,Mambwe
249,0,no_advisor_churn,1,0,0,0,0,bank,1,va,1,6,897130666,18,407071,1,29, ,84,0,737,14,N,Noth
250,0,no_advisor_churn,0,1,1,1,0,bank,1,va,3,5,885206570,17,443658,2,63,266766,91,3,763,7,G,Griegio
251,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,7,4,13948229,20,20276,3,35, ,70,3,686,10,J,Jasper
252,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,5,2296009065,10,2997463,2,31,57520,87,4,711,21,U,Underwood
253,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,3,6,2380725490,8,35184,1,57,168847,73,4,775,21,U,Underwood
254,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,4,1,197213744,7,344468,1,43,250934,86,4,753,14,N,Noth
255,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,0,57839374,13,996887,2,39,283276,70,5,710,19,S,Szu
256,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,6,845099236,9,4698667,2,35,238313,92,3,754,19,S,Szu
257,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,1,1,72157389,16,805034,3,57,110551,87,3,787,19,S,Szu
258,0,no_advisor_churn,0,1,1,1,2,ria,0,fixed,6,5,3658431491,18,4158051,5,27,202456,73,3,799,3,C,Chatterji
259,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,2,52062762,20,291781,1,54,133662,81,2,845,13,M,Mambwe
260,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,7,6,870270631,13,91368,2,55,222111,86,5,709,20,T,Tavares
261,0,no_advisor_churn,1,0,1,0,0,bank,1,va,7,3,97624995,14,2978764,2,82,144401,83,5,842,25,Y,Yang
262,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,0,29711356,9,3106308,1,46,202113,67,4,706,25,Y,Yang
263,0,no_advisor_churn,1,0,0,1,2,ria,1,va,4,6,1659309144,18,1123150,3,42,450493,69,1,768,25,Y,Yang
264,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,7,0,1724907402,10,1597593,2,54,183828,74,5,752,6,F,Funderburk
265,0,no_advisor_churn,0,0,0,0,2,ria,1,va,5,1,778450348,18,133057,1,85,287268,91,2,648,15,O,Ojj
266,0,no_advisor_churn,0,1,1,1,0,bank,1,va,3,2,934352181,16,2882551,3,37,66219,85,4,798,17,Q,Quigley
267,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,3,1,47613477,16,1305144,1,55,224118,95,4,601,13,M,Mambwe
268,0,no_advisor_churn,1,1,0,0,0,bank,1,va,4,2,4284446270,24,149192,3,41,144554,85,1,779,13,M,Mambwe
269,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,2,91133544,14,385210,1,23,228341,83,4,726,19,S,Szu
270,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,1,2,240117056,13,4163541,2,43,121433,53,4,693,1,A,Abbott
271,0,no_advisor_churn,1,1,1,0,0,bank,1,va,1,3,22763501,14,98820,2,36, ,98,5,786,16,P,Patel
272,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,3,6,65452321,16,811944,1,46,162625,57,0,705,12,L,Lula
273,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,4,680609572,19,3758287,3,22,246401,85,5,737,5,E,English
274,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,7,2,65343131,9,455424,1,38,236383,93,5,675,3,C,Chatterji
275,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,5,4,926958415,14,180602,2,43,198814,60,1,785,21,U,Underwood
276,0,no_advisor_churn,0,1,0,0,0,bank,1,va,3,1,617033008,8,23092,2,61,142472,92,5,743,13,M,Mambwe
277,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,1,4800799793,14,3648727,2,36,225804,98,4,764,12,L,Lula
278,0,no_advisor_churn,0,0,1,1,2,ria,1,va,7,6,49660252,22,148049,1,54, ,53,4,731,6,F,Funderburk
279,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,2,0,980411000,14,77615,3,39,197636,54,5,767,8,H,Hassan
280,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,5,0,811609770,21,66982,1,79,161783,81,1,839,10,J,Jasper
281,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,4,4,358542104,9,1291702,3,20,200293,93,2,625,23,W,Werner
282,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,1,354693621,7,1364614,1,47,123058,89,3,800,23,W,Werner
283,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,7,0,492650896,13,3825453,3,51, ,85,3,724,14,N,Noth
284,0,no_advisor_churn,1,1,0,0,0,bank,1,va,2,1,65908080,17,297152,3,43,126689,97,4,705,1,A,Abbott
285,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,6,40766518,16,1475713,1,39,239061,33,4,788,21,U,Underwood
286,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,5,0,803956357,10,56391,2,36,73050,91,3,775,9,I,Ingrid
287,0,no_advisor_churn,0,1,0,1,0,bank,1,va,5,0,823139362,14,281590,2,33,94686,98,3,603,19,S,Szu
288,0,no_advisor_churn,1,1,1,0,0,bank,1,va,2,4,3294839316,15,2342192,3,25,367256,96,4,779,15,O,Ojj
289,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,3,809423628,10,4674572,2,37,372436,86,3,711,23,W,Werner
290,0,no_advisor_churn,1,1,1,0,0,bank,1,va,2,3,23761693,19,416686,1,59,335971,96,3,808,20,T,Tavares
291,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,3,6,19312258,10,3586734,3,47,462618,88,3,695,1,A,Abbott
292,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,4,1,87651189,10,59991,3,31,249873,85,4,788,8,H,Hassan
293,0,no_advisor_churn,0,0,1,1,0,bank,1,va,7,3,919017144,16,357167,2,35,168732,55,2,744,2,B,Bost
294,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,6,0,544467854,16,12669,2,34,256316,86,3,766,12,L,Lula
295,0,no_advisor_churn,0,0,0,1,0,bank,1,va,7,3,3817462607,7,357041,3,59,169753,94,3,846,18,R,Rodriguez
296,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,6,1112405875,23,1679507,3,61,272239,85,4,708,7,G,Griegio
297,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,1,287621002,19,4570139,3,44,143180,57,4,634,11,K,Kanumba
298,0,no_advisor_churn,1,0,1,1,0,bank,1,va,2,5,1124046482,9,1490928,2,34,258043,68,3,821,5,E,English
299,0,no_advisor_churn,1,0,1,1,0,bank,1,va,7,6,722187421,10,1869394,2,27,211847,69,3,784,8,H,Hassan
300,0,no_advisor_churn,0,0,0,0,2,ria,1,va,0,4,936130375,13,38295,2,21,246138,67,4,749,3,C,Chatterji
301,0,no_advisor_churn,0,1,1,0,2,ria,1,va,4,6,863189528,9,3678354,1,38,453438,64,2,765,16,P,Patel
302,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,3,7,3666450820,9,1592989,2,42, ,85,2,759,3,C,Chatterji
303,0,no_advisor_churn,0,1,0,0,0,bank,1,va,7,2,538824529,15,357932,3,48,128362,95,2,775,17,Q,Quigley
304,0,no_advisor_churn,0,0,1,1,2,ria,1,va,4,4,66652672,10,332520,1,23,147103,83,5,698,5,E,English
305,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,6,12811552,15,3814768,3,46,108136,84,3,741,6,F,Funderburk
306,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,3,1,1785617846,18,2263272,1,46,104782,53,3,760,21,U,Underwood
307,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,0,4665543963,27,370154,3,27,236450,86,1,766,1,A,Abbott
308,0,no_advisor_churn,0,0,1,1,0,bank,1,va,5,1,509515592,12,2004670,3,25,220724,88,5,785,17,Q,Quigley
309,0,no_advisor_churn,0,1,0,1,0,bank,1,va,2,5,903175761,18,37560,1,46,281165,92,3,746,16,P,Patel
310,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,1,78368068,16,2499017,1,32,194313,94,4,707,13,M,Mambwe
311,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,6,17124303,26,79377,1,28,207176,94,2,737,21,U,Underwood
312,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,3,95866581,15,2934053,2,58,187859,87,4,842,4,D,Devon
313,0,no_advisor_churn,1,0,1,1,0,bank,1,va,6,4,415024966,19,251858,2,66, ,84,4,796,18,R,Rodriguez
314,0,no_advisor_churn,1,0,1,1,0,bank,1,va,2,2,631928731,15,446901,2,30,390775,83,0,747,24,X,Xavier
315,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,2,1,45363838,18,392300,3,62,171266,87,2,765,20,T,Tavares
316,0,no_advisor_churn,1,1,1,0,0,bank,1,va,2,4,434352444,20,483428,1,55,489245,64,5,704,2,B,Bost
317,0,no_advisor_churn,1,1,1,1,0,bank,1,va,3,2,800771654,28,1172118,2,39,152686,73,3,739,8,H,Hassan
318,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,6,804129396,9,413902,1,30, ,90,1,578,11,K,Kanumba
319,0,no_advisor_churn,1,1,1,0,2,ria,1,va,6,6,171372295,9,2442100,3,35,277165,93,3,727,1,A,Abbott
320,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,2,444222341,12,1319680,3,67,144584,93,1,844,25,Y,Yang
321,0,no_advisor_churn,1,1,0,0,0,bank,1,va,1,1,299007363,9,4232562,1,58,150859,90,3,844,11,K,Kanumba
322,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,6,4,3948289415,9,1861160,2,68,215244,62,3,765,24,X,Xavier
323,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,0,6,67660063,17,230980,2,31,195858,63,3,846,7,G,Griegio
324,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,6,1,64908881,17,45934,3,39,161778,56,3,732,23,W,Werner
325,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,7,0,68785830,18,1206524,2,19,71038,83,4,763,11,K,Kanumba
326,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,1,53264852,17,2569402,3,35,177872,78,5,828,12,L,Lula
327,0,no_advisor_churn,1,1,0,1,0,bank,1,va,1,3,714971589,25,1466270,1,36,170414,89,4,775,4,D,Devon
328,0,no_advisor_churn,0,0,1,1,0,bank,1,va,5,3,1784636352,3,1402197,2,21,86132,55,3,810,15,O,Ojj
329,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,2,1,56894203,12,4203896,3,67,179255,75,5,739,7,G,Griegio
330,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,3,3,286986987,11,432046,3,39,106555,99,1,706,14,N,Noth
331,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,1,854180369,8,707603,1,86,143492,68,1,722,2,B,Bost
332,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,0,70968826,13,1009271,2,43,143569,91,1,744,1,A,Abbott
333,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,1,1384463338,16,4916963,2,46,91814,85,4,741,19,S,Szu
334,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,7,5,223645168,24,257376,1,67,155589,80,4,786,12,L,Lula
335,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,2,397045539,7,430840,2,38,82729,90,4,723,17,Q,Quigley
336,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,3,2,2703008212,9,3023020,3,20,229594,86,3,752,2,B,Bost
337,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,1,5,969418687,17,49816,2,42,235471,92,1,713,22,V,Vasquez
338,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,2,2044085537,17,2536640,3,25,177719,57,4,817,8,H,Hassan
339,0,no_advisor_churn,1,1,1,0,0,bank,1,va,5,0,4212415453,14,4579487,1,31,244346,90,4,783,2,B,Bost
340,0,no_advisor_churn,0,1,0,0,0,bank,1,va,2,0,299464201,10,984711,3,19,476498,87,1,634,13,M,Mambwe
341,0,no_advisor_churn,0,1,0,0,0,bank,1,va,0,5,92412715,17,2217753,3,34,306907,91,1,778,1,A,Abbott
342,0,no_advisor_churn,0,1,1,0,0,bank,1,va,6,1,61692087,21,1605669,3,43,271035,92,3,793,15,O,Ojj
343,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,4,879466677,7,8578,2,40,142320,84,4,695,13,M,Mambwe
344,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,0,2191646367,23,61824,1,64,268124,89,1,663,9,I,Ingrid
345,0,no_advisor_churn,0,0,1,0,0,bank,1,va,5,5,1024316816,13,224950,2,21,167063,83,5,789,14,N,Noth
346,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,1,4018608221,20,18011,1,24,288861,85,3,715,17,Q,Quigley
347,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,5,283609155,8,2495990,1,52,269030,89,2,742,14,N,Noth
348,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,5,617646166,8,4856289,3,46,204754,90,3,775,21,U,Underwood
349,0,no_advisor_churn,1,0,1,0,2,ria,0,fixed,3,6,949466279,16,38570,9,58,119720,64,3,774,14,N,Noth
350,0,no_advisor_churn,0,1,0,0,0,bank,1,va,2,3,315370023,12,200913,2,43,352598,56,5,666,16,P,Patel
351,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,5,813329710,13,920028,1,48,105718,95,5,730,14,N,Noth
352,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,5,4693630949,43,8199,1,66,418063,83,4,777,1,A,Abbott
353,0,no_advisor_churn,1,1,1,0,0,bank,1,va,4,4,1224501173,9,95223,1,19,273705,95,0,830,2,B,Bost
354,0,no_advisor_churn,0,0,0,0,0,bank,1,va,5,0,3882119255,3,1711387,2,47,218995,78,1,779,1,A,Abbott
355,0,no_advisor_churn,1,0,0,0,0,bank,1,va,1,0,71744059,8,3366551,1,21,320847,95,1,783,6,F,Funderburk
356,0,no_advisor_churn,0,0,0,1,0,bank,1,va,1,2,832438297,7,52298,3,62,255532,92,4,779,23,W,Werner
357,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,0,3,41449982,21,1896048,2,36,426428,95,2,819,12,L,Lula
358,0,no_advisor_churn,0,1,1,1,2,ria,1,va,5,1,896256832,15,68602,2,20,229369,98,3,764,13,M,Mambwe
359,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,7,6,39264281,35,4835909,3,39,213110,89,3,728,22,V,Vasquez
360,0,no_advisor_churn,1,0,1,1,0,bank,1,va,4,2,2695694752,18,2612209,3,37,139640,87,1,776,23,W,Werner
361,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,0,171116577,8,2926407,2,46,193717,81,4,717,25,Y,Yang
362,0,no_advisor_churn,0,1,0,0,0,bank,1,va,5,5,924047774,9,3512151,3,35, ,92,5,749,19,S,Szu
363,0,no_advisor_churn,0,1,1,0,2,ria,1,va,2,0,41212068,8,444550,3,48, ,61,2,731,18,R,Rodriguez
364,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,5,6,2623497026,17,4311023,2,47,268058,93,5,793,1,A,Abbott
365,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,7,658707370,8,3683349,3,75,172265,52,4,773,1,A,Abbott
366,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,6,4,669070710,9,3996969,8,33,179978,87,4,653,10,J,Jasper
367,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,5,665064603,18,2146,1,51,172254,86,3,730,17,Q,Quigley
368,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,2,800233858,12,391581,1,64,199819,86,4,718,18,R,Rodriguez
369,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,7,5,2079884597,13,22639,1,25,128726,64,5,754,21,U,Underwood
370,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,2,888613469,15,4821224,3,48,243685,82,4,832,16,P,Patel
371,0,no_advisor_churn,0,1,1,0,0,bank,1,va,5,0,750959928,19,499673,2,36,153301,99,1,726,14,N,Noth
372,0,no_advisor_churn,0,0,1,0,0,bank,1,va,6,1,549070064,18,513963,3,32,135545,86,4,738,5,E,English
373,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,3,3366175576,9,162353,3,31,279463,87,3,751,10,J,Jasper
374,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,5,3,3844029846,15,18593,2,30, ,84,5,732,9,I,Ingrid
375,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,7,967961938,18,299227,2,60,211407,71,3,754,8,H,Hassan
376,0,no_advisor_churn,1,1,1,1,0,bank,1,va,2,0,39183122,16,1595876,3,65,260391,94,1,684,3,C,Chatterji
377,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,3,2,2695806302,9,3522851,2,24,465950,69,0,762,8,H,Hassan
378,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,2,200998548,11,311603,2,56, ,63,3,771,1,A,Abbott
379,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,1,2,346606007,11,474069,1,78, ,93,3,744,23,W,Werner
380,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,1,16471922,16,1335660,3,55,130633,76,4,722,20,T,Tavares
381,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,5,338615486,22,195012,1,64,425190,57,3,707,4,D,Devon
382,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,6,0,783005050,13,55162,3,39,181456,81,1,718,19,S,Szu
383,0,no_advisor_churn,0,1,1,0,0,bank,1,va,1,1,319861830,21,226567,1,34,120184,69,4,716,4,D,Devon
384,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,3,4519865276,8,78224,3,23,190031,81,4,736,13,M,Mambwe
385,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,5,379784452,22,2704480,2,42,213895,84,1,815,22,V,Vasquez
386,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,5,1,63556163,25,709131,2,28,197324,60,3,739,4,D,Devon
387,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,7,5,172286104,10,182849,2,39,232057,84,3,739,23,W,Werner
388,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,3,1,316044493,10,110487,2,70,228547,58,4,774,18,R,Rodriguez
389,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,0,3,814701736,9,3121710,3,63,248797,81,5,759,14,N,Noth
390,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,2,3,3270091822,17,2042290,2,66,113415,84,2,723,18,R,Rodriguez
391,0,no_advisor_churn,0,0,1,1,0,bank,1,va,3,4,174378376,7,292287,2,64,241312,84,1,753,18,R,Rodriguez
392,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,3,3,99267379,49,25517,2,21,182944,87,3,799,5,E,English
393,0,no_advisor_churn,1,0,1,0,0,bank,1,va,4,1,135199538,15,351060,3,23,409344,61,5,779,14,N,Noth
394,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,4,7,59850708,18,78689,1,20,269103,67,5,756,1,A,Abbott
395,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,2,54544886,14,146392,3,71,282578,87,2,771,11,K,Kanumba
396,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,2,0,2771021974,17,675249,3,32,296566,90,0,784,25,Y,Yang
397,0,no_advisor_churn,0,0,1,0,0,bank,1,va,2,3,29259414,8,324474,3,69,52673,92,1,814,3,C,Chatterji
398,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,6,0,892727709,45,1021090,1,47, ,56,2,850,23,W,Werner
399,0,no_advisor_churn,0,1,1,0,0,bank,0,fixed,4,7,874940119,10,458964,20,35,207164,100,5,811,22,V,Vasquez
400,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,4,730087073,18,394550,1,49,248291,90,1,786,2,B,Bost
401,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,5,0,50478783,25,4907949,3,22,283937,100,5,850,20,T,Tavares
402,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,4,2,726646834,19,551168,2,43,219097,82,0,765,14,N,Noth
403,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,1,677857949,10,333820,1,40,232271,60,4,813,6,F,Funderburk
404,0,no_advisor_churn,0,0,0,0,0,bank,1,va,1,6,4843529120,14,76511,1,47,92307,87,3,770,7,G,Griegio
405,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,7,3,66164141,24,123038,3,48,278258,82,1,745,9,I,Ingrid
406,0,no_advisor_churn,0,0,0,0,0,bank,1,va,1,0,558991355,7,40627,3,44,255676,85,5,788,9,I,Ingrid
